Date,Residual
2023-02-13,0.7982142857142804
2023-02-14,-0.01607142857142918
2023-02-15,0.20000000000000284
2023-02-24,1.1678571428571516
2023-02-25,0.06607142857142634
2023-02-25,0.09107142857143202
2023-02-26,0.2767857142857153
2023-02-27,0.19285714285714306
2023-02-28,0.4107142857142776
2023-03-01,-0.014285714285712459
2023-03-02,-0.060714285714290384
2023-03-03,-0.01607142857142918
2023-03-04,-0.3767857142857238
2023-03-05,-0.39642857142856514
2023-03-05,-0.3553571428571374
2023-03-06,-0.1160714285714235
2023-03-07,-0.2696428571428626
2023-03-08,-0.2875000000000085
2023-03-09,-0.39642857142857224
2023-03-10,-0.6482142857142819
2023-03-11,-0.6553571428571416
2023-03-12,0.03214285714285836
2023-03-13,-0.3660714285714306
2023-03-14,-0.19464285714285268
2023-03-15,0.060714285714290384
2023-03-16,0.44999999999999574
2023-03-17,0.17499999999999716
2023-03-18,-0.37142857142856656
2023-03-19,-0.11785714285713311
2023-03-20,0.4571428571428555
2023-03-21,0.4375
2023-03-22,0.37142857142857366
2023-03-23,0.39642857142856514
2023-03-24,0.16428571428571104
2023-03-25,0.4196428571428612
2023-03-26,0.44285714285714306
2023-03-27,0.2053571428571459
2023-03-28,-0.8303571428571459
2023-03-29,-0.45178571428571246
2023-03-30,0.046428571428577925
2023-03-31,0.08392857142857224
2023-04-01,-0.8035714285714306
2023-04-01,-0.8392857142857224
2023-04-02,0.17499999999999005
2023-04-03,-0.14821428571427475
2023-04-04,-0.30714285714284983
2023-04-05,-0.17321428571428754
2023-04-06,-0.24285714285714732
2023-04-07,0.09642857142856798
2023-04-08,0.3035714285714235
2023-04-09,0.20000000000000284
2023-04-10,0.26249999999999574
2023-04-11,0.11785714285714022
2023-04-12,-0.03750000000000142
2023-04-13,0.014285714285719564
2023-04-14,0.14107142857142918
2023-04-15,0.31785714285714306
2023-04-16,0.9232142857142875
2023-04-17,0.5696428571428598
2023-04-18,0.10178571428571104
2023-04-19,0.33571428571428896
2023-04-20,0.2232142857142918
2023-04-21,0.25357142857143344
2023-04-22,-0.16250000000000142
2023-04-23,-0.0625
2023-04-24,-0.10892857142857792
2023-04-25,-0.8892857142857196
2023-04-26,-0.07500000000000284
2023-04-27,-0.20892857142857224
2023-04-28,-0.3553571428571374
2023-04-28,-0.3464285714285751
2023-04-29,-0.0625
2023-04-30,-0.10000000000000142
2023-05-01,0.17500000000000426
2023-05-02,0.27321428571428186
2023-05-03,0.10892857142856371
2023-05-04,0.6660714285714278
2023-05-05,-0.6571428571428584
2023-05-06,0.1607142857142847
2023-05-07,0.12678571428572383
2023-05-08,-0.5160714285714221
2023-05-08,-0.5303571428571416
2023-05-08,-0.5696428571428598
2023-05-09,-0.1071428571428541
2023-05-10,-0.0803571428571388
2023-05-11,-0.21071428571428186
2023-05-12,0.014285714285705353
2023-05-13,-0.8160714285714334
2023-05-14,0.15714285714285836
2023-05-15,0.36071428571428044
2023-05-16,-0.21964285714285836
2023-05-17,0.11071428571429465
2023-05-18,0.43214285714284983
2023-05-19,0.4178571428571445
2023-05-20,-0.1803571428571331
2023-05-20,-0.21250000000000568
2023-05-21,0.29999999999999716
2023-05-22,0.07857142857143629
2023-05-23,-0.3285714285714221
2023-05-24,0.11071428571428044
2023-05-25,-0.09642857142857508
2023-05-26,0.2571428571428527
2023-05-27,0.23928571428571388
2023-05-28,0.5982142857142918
2023-05-29,0.6589285714285751
2023-05-30,0.43392857142856656
2023-05-31,0.12321428571428328
2023-06-01,-0.2874999999999943
2023-06-02,0.016071428571436286
2023-06-03,-0.4839285714285779
2023-06-04,-0.3660714285714164
2023-06-05,-0.37142857142858077
2023-06-06,-0.7660714285714221
2023-06-07,-0.7749999999999915
2023-06-08,-0.6500000000000057
2023-06-09,-0.3839285714285694
2023-06-10,-0.20714285714285552
2023-06-11,0.6857142857142975
2023-06-12,0.11428571428571388
2023-06-13,0.11964285714284983
2023-06-14,0.0625
2023-06-14,0.048214285714280436
2023-06-15,0.4928571428571473
2023-06-16,0.5607142857142691
2023-06-17,0.6124999999999972
2023-06-18,1.0357142857142776
2023-06-19,0.2875000000000085
2023-06-20,-0.2946428571428612
2023-06-21,-0.07500000000000284
2023-06-22,0.5553571428571473
2023-06-23,0.2321428571428612
2023-06-24,0.20178571428571956
2023-06-25,-0.7285714285714278
2023-06-26,-0.3142857142857167
2023-06-27,-0.29107142857142776
2023-06-28,-0.5
2023-06-29,-0.4214285714285637
2023-06-30,-0.13928571428570535
2023-07-01,-0.9357142857142833
2023-07-02,-0.08749999999999147
2023-07-03,0.1607142857142918
2023-07-04,-0.31785714285715017
2023-07-05,-0.2410714285714306
2023-07-06,-0.2428571428571331
2023-07-07,0.03214285714285836
2023-07-08,-0.2857142857142776
2023-07-09,0.4464285714285694
2023-07-10,0.5285714285714249
2023-07-11,0.17142857142856371
2023-07-12,-0.3678571428571473
2023-07-13,0.36249999999999716
2023-07-14,0.3214285714285694
2023-07-15,-0.2928571428571445
2023-07-16,0.26071428571430033
2023-07-24,-0.46964285714285836
2023-07-25,-0.3196428571428527
2023-07-26,-0.2589285714285694
2023-07-27,-0.24464285714286405
2023-08-07,0.07321428571430033
2023-08-08,-0.22142857142857508
2023-08-09,0.2607142857142861
2023-08-10,0.6839285714285666
2023-08-11,0.4124999999999943
2023-08-12,-0.34285714285714164
2023-08-13,0.5892857142857082
2023-08-14,0.0535714285714306
2023-08-15,-0.17678571428571388
2023-08-23,0.125
2023-08-24,-0.13750000000000284
2023-08-25,-0.09285714285714164
2023-08-27,-0.3660714285714306
2023-08-28,-0.539285714285711
2023-08-29,-0.3946428571428555
2023-08-30,-0.3910714285714221
2023-08-31,-0.36071428571428044
2023-09-01,0.03928571428571104
2023-09-02,-0.42678571428569967
2023-09-03,-0.014285714285719564
2023-09-05,-0.26250000000000284
2023-09-06,0.2142857142857082
2023-09-07,0.8946428571428555
2023-09-08,0.5785714285714363
2023-09-09,0.2482142857142975
2023-09-10,0.21785714285714164
2023-09-11,0.7982142857142804
2023-09-12,0.8285714285714221
2023-09-13,0.6464285714285722
2023-09-15,0.11071428571429465
2023-09-16,-0.16428571428571104
2023-09-17,-0.2964285714285779
2023-09-18,-0.14464285714285552
2023-09-19,-0.2857142857142776
2023-09-20,-0.4375
2023-09-21,-0.26428571428571956
2023-09-22,-0.5214285714285722
2023-09-25,-0.2874999999999943
2023-09-26,-0.10178571428571104
2023-09-27,-0.008928571428569398
2023-09-28,-0.5142857142857196
2023-09-29,-0.6107142857142804
2023-10-01,-0.07500000000000284
2023-10-02,0.05892857142858077
2023-10-03,-0.19999999999998863
2023-10-04,0.40535714285714164
2023-10-05,0.4303571428571473
2023-10-06,0.6875
2023-10-07,-0.6767857142857139
2023-10-09,0.505357142857136
2023-10-10,0.6357142857142861
2023-10-11,0.5785714285714221
2023-10-12,0.23035714285713027
2023-10-14,0.037500000000008527
2023-10-15,0.5553571428571331
2023-10-16,0.3285714285714221
2023-10-17,0.6624999999999943
2023-10-18,0.20178571428571956
2023-10-19,-0.2696428571428555
2023-10-20,-0.7375000000000114
2023-10-21,-1.0767857142857196
2023-10-22,-0.6464285714285722
2023-10-23,-0.22142857142856087
2023-10-24,0.09285714285714164
2023-10-25,-0.11785714285714732
2023-10-26,-0.23749999999999716
2023-10-27,-0.294642857142847
2023-10-28,-0.3464285714285751
2023-10-29,0.2928571428571445
2023-10-30,0.04285714285714448
2023-10-31,0.30714285714284983
2023-11-01,0.3035714285714306
2023-11-06,0.33571428571428896
2023-11-07,-0.6000000000000085
2023-11-08,-0.046428571428577925
2023-11-09,-0.37857142857141923
2023-11-10,-0.17678571428571388
2023-11-11,-0.07500000000000284
2023-11-12,0.771428571428558
2023-11-14,0.9625000000000057
2023-11-15,0.2607142857142861
2023-11-16,-0.10535714285714448
2023-11-17,-0.6910714285714334
2023-11-18,0.22142857142857508
2023-11-20,0.20892857142857224
2023-11-21,0.2517857142857167
2023-11-22,0.1964285714285694
2023-11-22,0.17499999999999716
2023-11-29,0.12857142857143344
2023-11-30,0.125
2023-12-01,-0.35357142857142776
2023-12-02,-0.058928571428566556
2023-12-03,-0.07678571428571956
2023-12-04,-0.008928571428569398
2023-12-05,-0.2607142857142719
2023-12-06,0.0803571428571388
2023-12-07,-0.20000000000000284
2023-12-08,-0.42321428571429465
2023-12-09,-0.896428571428558
2023-12-11,0.3392857142857224
2023-12-12,0.3214285714285694
2023-12-13,-0.16428571428571104
2023-12-14,-0.28035714285715585
2023-12-15,-0.4125000000000085
2023-12-16,-0.9642857142857082
2023-12-17,-0.12678571428571672
2023-12-18,-0.35535714285713027
2023-12-19,0.21785714285714164
2023-12-20,0.04107142857141355
2023-12-21,-0.1428571428571388
2023-12-22,-0.1964285714285694
2023-12-23,0.45000000000000284
2023-12-24,0.3410714285714249
2023-12-25,0.11250000000001137
2023-12-26,0.16607142857144197
2023-12-27,0.6303571428571502
2023-12-28,-0.0035714285714334437
2023-12-29,0.4124999999999943
2023-12-30,0.40535714285714164
2024-01-04,-0.4125000000000085
2024-01-05,-0.035714285714277594
2024-01-06,-0.016071428571422075
2024-01-07,-0.2874999999999943
2024-01-08,0.25
2024-01-09,0.5214285714285722
2024-01-10,0.3142857142857167
2024-01-11,0.03214285714285836
2024-01-12,0.4392857142857167
2024-01-13,-0.44285714285715017
2024-01-14,0.23035714285714448
2024-01-15,0.08392857142857224
2024-01-16,-0.007142857142852677
2024-01-17,0.14999999999999147
2024-01-18,-0.11785714285714732
2024-01-19,-0.1607142857142918
2024-01-20,-0.7410714285714164
2024-01-21,0.26428571428571956
2024-01-22,-0.12142857142856656
2024-01-23,0.3571428571428612
2024-01-24,0.47857142857141355
2024-01-25,-0.267857142857153
2024-01-26,-0.1428571428571388
2024-01-27,-0.39642857142857224
2024-01-28,-0.04107142857142776
2024-01-29,-0.09107142857143913
2024-01-30,0.21607142857142492
2024-01-31,0.3196428571428669
2024-02-01,0.19821428571428612
2024-02-02,-0.10892857142856371
2024-02-03,-0.4714285714285751
2024-02-04,-0.2946428571428612
2024-02-05,0.016071428571422075
2024-02-06,-0.06785714285715017
2024-02-06,-0.06964285714285268
2024-02-07,0.11071428571429465
2024-02-08,-0.10357142857142776
2024-02-09,-0.21964285714285836
2024-02-10,0.19107142857143344
2024-02-11,0.17142857142857792
2024-02-12,-0.14821428571427475
2024-02-13,0.08571428571427475
2024-02-14,0.5125000000000028
2024-02-15,0.0446428571428612
2024-02-16,-0.4446428571428669
2024-02-17,-0.567857142857136
2024-02-18,-0.5267857142857082
2024-02-19,-0.2678571428571388
2024-02-20,0.3053571428571473
2024-02-21,0.017857142857153008
2024-02-22,-0.07500000000000284
2024-02-23,-0.294642857142847
2024-02-24,-0.7178571428571416
2024-02-25,0.05178571428571388
2024-02-26,0.3053571428571331
2024-02-26,0.2767857142857082
2024-02-27,0.3660714285714306
2024-02-28,-0.1160714285714306
2024-02-29,0.0982142857142918
2024-03-01,-0.2589285714285694
2024-03-02,-0.4178571428571445
2024-03-03,0.2928571428571445
2024-03-04,-0.15892857142857508
2024-03-05,0.3196428571428527
2024-03-06,0.23035714285714448
2024-03-07,-0.5517857142857139
2024-03-08,-0.13214285714285268
2024-03-11,0.01964285714285552
2024-03-12,0.15892857142856087
2024-03-13,-0.13035714285715017
2024-03-14,-0.20000000000000284
2024-03-15,-0.07499999999998863
2024-03-16,-0.44107142857143344
2024-03-17,0.02321428571427475
2024-03-18,0.09107142857142492
2024-03-19,1.2071428571428555
2024-03-20,0.7178571428571416
2024-03-21,-0.4107142857142918
2024-03-22,0.03928571428571104
2024-03-23,-0.3821428571428527
2024-03-24,0.5535714285714306
2024-03-25,0.43928571428573093
2024-03-26,-0.3303571428571246
2024-03-27,0.44107142857143344
2024-03-28,-0.026785714285708195
2024-03-29,-0.34642857142856087
2024-03-30,-0.3857142857142719
2024-03-31,-0.169642857142847
2024-04-01,-0.40714285714285836
2024-04-02,0.44285714285713595
2024-04-03,0.22142857142857508
2024-04-04,0.4107142857142776
2024-04-05,-0.4267857142857139
2024-04-06,-0.5964285714285751
2024-04-07,-0.30000000000001137
2024-04-08,-0.0982142857142776
2024-04-09,0.18392857142856656
2024-04-10,0.16785714285714448
2024-04-11,-0.19285714285715017
2024-04-12,0.0035714285714334437
2024-04-13,0.19107142857143344
2024-04-15,0.5428571428571445
2024-04-16,0.7267857142857252
2024-04-17,0.8499999999999943
2024-04-18,-0.38928571428571956
2024-04-24,-0.3732142857142975
2024-04-25,-0.603571428571442
2024-04-26,-0.1321428571428669
2024-04-27,0.357142857142847
2024-04-28,0.13035714285713595
2024-04-29,-0.04464285714284699
2024-04-30,0.7267857142857252
2024-05-01,0.11964285714284983
2024-05-02,-0.36964285714286405
2024-05-03,-0.11964285714286405
2024-05-04,-0.2571428571428527
2024-05-08,0.06964285714285268
2024-05-09,-0.1339285714285694
2024-05-10,-0.037500000000008527
2024-05-11,0.014285714285719564
2024-05-13,0.4392857142857167
2024-05-14,0.23928571428569967
2024-05-15,0.0625
2024-05-16,-0.6678571428571445
2024-05-17,-0.39642857142855803
2024-05-18,-0.23571428571429465
2024-05-19,0.23571428571429465
2024-05-20,-0.046428571428563714
2024-05-21,0.4803571428571445
2024-05-21,0.5250000000000057
2024-05-22,0.3732142857142833
2024-05-23,-0.025000000000005684
2024-05-24,0.1607142857142918
2024-05-25,0.04107142857142776
2024-05-26,0.6214285714285666
2024-05-27,0.4446428571428527
2024-05-28,0.3214285714285836
2024-05-29,0.17142857142857792
2024-05-30,-0.05892857142858077
2024-05-31,-0.4214285714285779
2024-06-01,0.1071428571428612
2024-06-06,-0.29107142857142776
2024-06-07,-0.27857142857143913
2024-06-08,-0.9071428571428442
2024-06-09,-0.664285714285711
2024-06-10,-0.9982142857142833
2024-06-15,-0.4214285714285779
2024-06-16,-0.18392857142858077
2024-06-17,0.3232142857142861
2024-06-17,0.3767857142857167
2024-06-18,0.11428571428571388
2024-06-19,0.16250000000000853
2024-06-20,-0.10000000000000853
2024-06-23,0.914285714285711
2024-06-24,0.24642857142858077
2024-06-25,0.7160714285714249
2024-06-26,0.9178571428571445
2024-06-27,0.6767857142857139
2024-06-28,-0.09107142857142492
2024-06-29,0.22142857142856087
2024-06-30,0.11249999999999716
2024-07-01,-0.27321428571428896
2024-07-03,-0.17142857142857792
2024-07-04,-0.1607142857142918
2024-07-05,0.2410714285714306
2024-07-06,-0.11249999999999716
2024-07-07,0.008928571428569398
2024-07-10,0.42499999999999716
2024-07-10,0.5125000000000028
2024-07-13,0.5821428571428555
2024-07-19,1.2232142857142918
2024-07-20,0.5196428571428555
2024-07-25,0.17321428571429465
2024-07-31,0.5017857142857167
2024-08-09,0.35357142857144197
2024-08-12,0.037500000000008527
2024-08-18,-0.455357142857153
2024-08-30,-0.6232142857142975
2024-09-07,-0.5660714285714334
2024-09-08,-0.3214285714285694
2024-09-10,0.18214285714286405
2024-09-11,0.058928571428566556
2024-09-25,0.2660714285714363
2024-09-26,-0.09464285714285836
2024-09-27,-0.4017857142857224
2024-09-28,-0.6982142857142861
2024-09-29,-0.21071428571428896
2024-09-30,-0.5178571428571388
2024-10-02,0.1428571428571388
2024-10-05,-1.1678571428571445
2024-10-07,-0.40892857142856087
2024-10-09,0.19285714285713595
2024-10-12,-0.1964285714285694
2024-10-14,-0.29999999999999716
2024-10-20,-0.46964285714285836
2024-10-24,-0.7839285714285751
2024-10-24,-0.23928571428571388
2024-10-30,0.1785714285714306
2024-11-04,0.5196428571428555
2024-11-07,-0.6982142857142861
2024-11-14,-0.7571428571428527
2024-11-17,-0.7964285714285779
2024-12-04,-0.2142857142857224
2024-12-05,-0.15535714285715585
2024-12-10,0.023214285714288962
2024-12-11,-0.08571428571428896
2024-12-13,-0.4624999999999915
2024-12-18,0.005357142857135955
2024-12-20,-0.6303571428571502
2024-12-21,-1.108928571428578
2024-12-29,0.07142857142855519
2025-01-05,0.2857142857142918
2025-01-07,0.5678571428571502
2025-01-09,0.29107142857141355
2025-01-12,0.3392857142857082
2025-01-15,0.6767857142857139
2025-01-15,0.6053571428571445
2025-01-17,-0.1785714285714306
2025-01-18,-0.05178571428571388
2025-01-19,0.125
2025-01-21,0.15714285714285836
2025-01-22,0.16249999999999432
2025-01-23,-0.0035714285714334437
2025-01-24,-0.648214285714289
2025-01-25,-0.40714285714285836
2025-01-27,0.45892857142858645
2025-01-28,0.33392857142857224
2025-01-29,0.7910714285714278
2025-01-30,0.057142857142849834
2025-02-01,0.36964285714286405
2025-02-02,-0.13035714285713595
2025-02-03,0.35178571428571104
2025-02-04,0.28035714285714164
2025-02-05,0.20714285714285552
2025-02-06,-0.23392857142856371
2025-02-07,-0.33392857142857224
2025-02-08,-0.2875000000000085
2025-02-10,0.11071428571429465
2025-02-11,0.3482142857142918
2025-02-14,-0.026785714285722406
2025-02-16,0.06607142857143344
2025-02-17,0.46071428571428896
2025-02-18,0.38928571428571956
2025-02-19,0.994642857142864
2025-02-20,-0.030357142857127428
2025-02-21,-0.17678571428571388
2025-02-24,0.17499999999999716
2025-02-25,0.4999999999999858
2025-02-26,-0.29821428571429465
2025-02-27,0.03035714285714164
2025-02-28,0.058928571428566556
2025-03-01,-0.505357142857136
2025-03-03,0.13571428571428612
2025-03-04,0.012500000000002842
2025-03-05,0.8303571428571388
2025-03-06,-0.04107142857142776
2025-03-07,-0.23571428571429465
2025-03-08,-0.5624999999999858
2025-03-09,-0.18035714285714732
2025-03-10,-0.4642857142857082
2025-03-10,-0.42321428571428044
2025-03-11,0.32500000000000284
2025-03-12,0.5428571428571303
2025-03-14,-0.3107142857142833
2025-03-15,-0.2589285714285836
2025-03-17,-0.07500000000000284
2025-03-18,0.04464285714284699
2025-03-19,0.0625
2025-03-26,0.4625000000000057
2025-03-27,-0.8607142857142946
2025-03-28,-0.2874999999999943
2025-03-31,-0.22857142857142776
2025-04-01,-0.11785714285714732
2025-04-02,0.11607142857141639
2025-04-03,-0.3374999999999915
2025-04-04,-0.25357142857141923
2025-04-07,-0.21785714285714164
2025-04-08,0.6357142857142861
2025-04-09,0.45000000000000284
2025-04-10,0.29999999999999716
2025-04-14,-0.13035714285715017
2025-04-15,-0.2678571428571388
2025-05-03,-0.3839285714285694
2025-05-04,-0.7928571428571445
2025-05-05,-1.016071428571422
2025-05-05,-1.0839285714285722
2025-05-06,-0.835714285714289
2025-05-07,-0.4482142857142861
2025-05-12,0.5250000000000057
2025-05-14,0.0982142857142776
2025-05-15,0.18214285714286405
2025-05-16,0.18214285714284983
2025-05-17,-0.11964285714286405
2025-05-20,0.44285714285713595
2025-05-21,-0.0714285714285694
2025-05-22,0.06071428571429749
2025-05-23,-0.25
2025-05-27,0.9464285714285694
2025-05-28,0.4107142857142918
2025-06-03,0.22499999999999432
2025-06-04,-0.2053571428571388
2025-06-05,0.2767857142857224
2025-06-06,0.2607142857142861
